pclass,survived,name,sex,age,sibsp,parch,fare,embarked
3,0,"Rice, Master. George Hugh",male,8,4,1,29.1250,Q
3,0,"Rice, Mrs. William (Margaret Norton)",female,39,0,5,29.1250,Q
3,0,"Riihivouri, Miss. Susanna Juhantytar ""Sanni""",female,22,0,0,39.6875,S
3,0,"Rintamaki, Mr. Matti",male,35,0,0,7.1250,S
3,1,"Riordan, Miss. Johanna ""Hannah""",female,,0,0,7.7208,Q
3,0,"Risien, Mr. Samuel Beard",male,,0,0,14.5000,S
3,0,"Risien, Mrs. Samuel (Emma)",female,,0,0,14.5000,S
3,0,"Robins, Mr. Alexander A",male,50,1,0,14.5000,S
3,0,"Robins, Mrs. Alexander A (Grace Charity Laury)",female,47,1,0,14.5000,S
3,0,"Rogers, Mr. William John",male,,0,0,8.0500,S
3,0,"Rommetvedt, Mr. Knud Paust",male,,0,0,7.7750,S
3,0,"Rosblom, Miss. Salli Helena",female,2,1,1,20.2125,S
3,0,"Rosblom, Mr. Viktor Richard",male,18,1,1,20.2125,S
3,0,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",female,41,0,2,20.2125,S
3,1,"Roth, Miss. Sarah A",female,,0,0,8.0500,S
3,0,"Rouse, Mr. Richard Henry",male,50,0,0,8.0500,S
3,0,"Rush, Mr. Alfred George John",male,16,0,0,8.0500,S
3,1,"Ryan, Mr. Edward",male,,0,0,7.7500,Q
3,0,"Ryan, Mr. Patrick",male,,0,0,24.1500,Q
3,0,"Saad, Mr. Amin",male,,0,0,7.2292,C
3,0,"Saad, Mr. Khalil",male,25,0,0,7.2250,C
3,0,"Saade, Mr. Jean Nassr",male,,0,0,7.2250,C
3,0,"Sadlier, Mr. Matthew",male,,0,0,7.7292,Q
3,0,"Sadowitz, Mr. Harry",male,,0,0,7.5750,S
3,0,"Saether, Mr. Simon Sivertsen",male,38.5,0,0,7.2500,S
3,0,"Sage, Master. Thomas Henry",male,,8,2,69.5500,S
3,0,"Sage, Master. William Henry",male,14.5,8,2,69.5500,S
3,0,"Sage, Miss. Ada",female,,8,2,69.5500,S
3,0,"Sage, Miss. Constance Gladys",female,,8,2,69.5500,S
3,0,"Sage, Miss. Dorothy Edith ""Dolly""",female,,8,2,69.5500,S
3,0,"Sage, Miss. Stella Anna",female,,8,2,69.5500,S
3,0,"Sage, Mr. Douglas Bullen",male,,8,2,69.5500,S
3,0,"Sage, Mr. Frederick",male,,8,2,69.5500,S
3,0,"Sage, Mr. George John Jr",male,,8,2,69.5500,S
3,0,"Sage, Mr. John George",male,,1,9,69.5500,S
3,0,"Sage, Mrs. John (Annie Bullen)",female,,1,9,69.5500,S
3,0,"Salander, Mr. Karl Johan",male,24,0,0,9.3250,S
3,1,"Salkjelsvik, Miss. Anna Kristine",female,21,0,0,7.6500,S
3,0,"Salonen, Mr. Johan Werner",male,39,0,0,7.9250,S
3,0,"Samaan, Mr. Elias",male,,2,0,21.6792,C
3,0,"Samaan, Mr. Hanna",male,,2,0,21.6792,C
3,0,"Samaan, Mr. Youssef",male,,2,0,21.6792,C
3,1,"Sandstrom, Miss. Beatrice Irene",female,1,1,1,16.7000,S
3,1,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",female,24,0,2,16.7000,S
3,1,"Sandstrom, Miss. Marguerite Rut",female,4,1,1,16.7000,S
3,1,"Sap, Mr. Julius",male,25,0,0,9.5000,S
3,0,"Saundercock, Mr. William Henry",male,20,0,0,8.0500,S
3,0,"Sawyer, Mr. Frederick Charles",male,24.5,0,0,8.0500,S
3,0,"Scanlan, Mr. James",male,,0,0,7.7250,Q
3,0,"Sdycoff, Mr. Todor",male,,0,0,7.8958,S
3,0,"Shaughnessy, Mr. Patrick",male,,0,0,7.7500,Q
3,1,"Sheerlinck, Mr. Jan Baptist",male,29,0,0,9.5000,S
3,0,"Shellard, Mr. Frederick William",male,,0,0,15.1000,S
3,1,"Shine, Miss. Ellen Natalia",female,,0,0,7.7792,Q
3,0,"Shorney, Mr. Charles Joseph",male,,0,0,8.0500,S
3,0,"Simmons, Mr. John",male,,0,0,8.0500,S
3,0,"Sirayanian, Mr. Orsen",male,22,0,0,7.2292,C
3,0,"Sirota, Mr. Maurice",male,,0,0,8.0500,S
3,0,"Sivic, Mr. Husein",male,40,0,0,7.8958,S
3,0,"Sivola, Mr. Antti Wilhelm",male,21,0,0,7.9250,S
3,1,"Sjoblom, Miss. Anna Sofia",female,18,0,0,7.4958,S
3,0,"Skoog, Master. Harald",male,4,3,2,27.9000,S
3,0,"Skoog, Master. Karl Thorsten",male,10,3,2,27.9000,S
3,0,"Skoog, Miss. Mabel",female,9,3,2,27.9000,S
3,0,"Skoog, Miss. Margit Elizabeth",female,2,3,2,27.9000,S
3,0,"Skoog, Mr. Wilhelm",male,40,1,4,27.9000,S
3,0,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",female,45,1,4,27.9000,S
3,0,"Slabenoff, Mr. Petco",male,,0,0,7.8958,S
3,0,"Slocovski, Mr. Selman Francis",male,,0,0,8.0500,S
3,0,"Smiljanic, Mr. Mile",male,,0,0,8.6625,S
3,0,"Smith, Mr. Thomas",male,,0,0,7.7500,Q
3,1,"Smyth, Miss. Julia",female,,0,0,7.7333,Q
3,0,"Soholt, Mr. Peter Andreas Lauritz Andersen",male,19,0,0,7.6500,S
3,0,"Somerton, Mr. Francis William",male,30,0,0,8.0500,S
3,0,"Spector, Mr. Woolf",male,,0,0,8.0500,S
3,0,"Spinner, Mr. Henry John",male,32,0,0,8.0500,S
3,0,"Staneff, Mr. Ivan",male,,0,0,7.8958,S
3,0,"Stankovic, Mr. Ivan",male,33,0,0,8.6625,C
3,1,"Stanley, Miss. Amy Zillah Elsie",female,23,0,0,7.5500,S
3,0,"Stanley, Mr. Edward Roland",male,21,0,0,8.0500,S
3,0,"Stoytcheff, Mr. Ilia",male,19,0,0,7.8958,S
3,0,"Strandberg, Miss. Ida Sofia",female,22,0,0,9.8375,S
3,1,"Stranden, Mr. Juho",male,31,0,0,7.9250,S
3,0,"Strilic, Mr. Ivan",male,27,0,0,8.6625,S
3,0,"Strom, Miss. Telma Matilda",female,2,0,1,10.4625,S
3,0,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",female,29,1,1,10.4625,S
3,1,"Sunderland, Mr. Victor Francis",male,16,0,0,8.0500,S
3,1,"Sundman, Mr. Johan Julian",male,44,0,0,7.9250,S
3,0,"Sutehall, Mr. Henry Jr",male,25,0,0,7.0500,S
3,1,"Svensson, Mr. Johan Cervin",male,14,0,0,9.2250,S
3,0,"Svensson, Mr. Olof",male,24,0,0,7.7958,S
3,1,"Tenglin, Mr. Gunnar Isidor",male,25,0,0,7.7958,S
3,0,"Theobald, Mr. Thomas Leonard",male,34,0,0,8.0500,S
3,0,"Thomas, Mr. Charles P",male,,1,0,6.4375,C
3,0,"Thomas, Mr. John",male,,0,0,6.4375,C
3,0,"Thomas, Mr. Tannous",male,,0,0,7.2250,C
3,1,"Thomas, Mrs. Alexander (Thamine ""Thelma"")",female,16,1,1,8.5167,C
3,0,"Thomson, Mr. Alexander Morrison",male,,0,0,8.0500,S
3,0,"Thorneycroft, Mr. Percival",male,,1,0,16.1000,S
3,1,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,,1,0,16.1000,S
3,0,"Tikkanen, Mr. Juho",male,32,0,0,7.9250,S
3,0,"Tobin, Mr. Roger",male,,0,0,7.7500,Q
3,0,"Todoroff, Mr. Lalio",male,,0,0,7.8958,S
3,0,"Tomlin, Mr. Ernest Portage",male,30.5,0,0,8.0500,S
3,0,"Torber, Mr. Ernst William",male,44,0,0,8.0500,S
3,0,"Torfa, Mr. Assad",male,,0,0,7.2292,C
3,1,"Tornquist, Mr. William Henry",male,25,0,0,0.0000,S
3,0,"Toufik, Mr. Nakli",male,,0,0,7.2292,C
3,1,"Touma, Master. Georges Youssef",male,7,1,1,15.2458,C
3,1,"Touma, Miss. Maria Youssef",female,9,1,1,15.2458,C
3,1,"Touma, Mrs. Darwis (Hanne Youssef Razi)",female,29,0,2,15.2458,C
3,0,"Turcin, Mr. Stjepan",male,36,0,0,7.8958,S
3,1,"Turja, Miss. Anna Sofia",female,18,0,0,9.8417,S
3,0,"van Billiard, Master. James William",male,,1,1,14.5000,S
3,0,"van Billiard, Master. Walter John",male,11.5,1,1,14.5000,S
3,0,"van Billiard, Mr. Austin Blyler",male,40.5,0,2,14.5000,S
3,0,"Van Impe, Miss. Catharina",female,10,0,2,24.1500,S
3,0,"Van Impe, Mr. Jean Baptiste",male,36,1,1,24.1500,S
3,0,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",female,30,1,1,24.1500,S
3,0,"van Melkebeke, Mr. Philemon",male,,0,0,9.5000,S
3,0,"Vande Velde, Mr. Johannes Joseph",male,33,0,0,9.5000,S
3,0,"Vande Walle, Mr. Nestor Cyriel",male,28,0,0,9.5000,S
3,0,"Vanden Steen, Mr. Leo Peter",male,28,0,0,9.5000,S
3,0,"Vander Cruyssen, Mr. Victor",male,47,0,0,9.0000,S
3,0,"Vander Planke, Miss. Augusta Maria",female,18,2,0,18.0000,S
3,0,"Vander Planke, Mr. Julius",male,31,3,0,18.0000,S
3,0,"Vander Planke, Mr. Leo Edmondus",male,16,2,0,18.0000,S
3,0,"Vander Planke, Mrs. Julius (Emelia Maria Vandemoortele)",female,31,1,0,18.0000,S
3,1,"Vartanian, Mr. David",male,22,0,0,7.2250,C
3,0,"Vendel, Mr. Olof Edvin",male,20,0,0,7.8542,S
3,0,"Vestrom, Miss. Hulda Amanda Adolfina",female,14,0,0,7.8542,S
3,0,"Vovk, Mr. Janko",male,22,0,0,7.8958,S
3,0,"Waelens, Mr. Achille",male,22,0,0,9.0000,S
3,0,"Ware, Mr. Frederick",male,,0,0,8.0500,S
3,0,"Warren, Mr. Charles William",male,,0,0,7.5500,S
3,0,"Webber, Mr. James",male,,0,0,8.0500,S
3,0,"Wenzel, Mr. Linhart",male,32.5,0,0,9.5000,S
3,1,"Whabee, Mrs. George Joseph (Shawneene Abi-Saab)",female,38,0,0,7.2292,C
3,0,"Widegren, Mr. Carl/Charles Peter",male,51,0,0,7.7500,S
3,0,"Wiklund, Mr. Jakob Alfred",male,18,1,0,6.4958,S
3,0,"Wiklund, Mr. Karl Johan",male,21,1,0,6.4958,S
3,1,"Wilkes, Mrs. James (Ellen Needs)",female,47,1,0,7.0000,S
3,0,"Willer, Mr. Aaron (""Abi Weller"")",male,,0,0,8.7125,S
3,0,"Willey, Mr. Edward",male,,0,0,7.5500,S
3,0,"Williams, Mr. Howard Hugh ""Harry""",male,,0,0,8.0500,S
3,0,"Williams, Mr. Leslie",male,28.5,0,0,16.1000,S
3,0,"Windelov, Mr. Einar",male,21,0,0,7.2500,S
3,0,"Wirz, Mr. Albert",male,27,0,0,8.6625,S
3,0,"Wiseman, Mr. Phillippe",male,,0,0,7.2500,S
3,0,"Wittevrongel, Mr. Camille",male,36,0,0,9.5000,S
3,0,"Yasbeck, Mr. Antoni",male,27,1,0,14.4542,C
3,1,"Yasbeck, Mrs. Antoni (Selini Alexander)",female,15,1,0,14.4542,C
3,0,"Youseff, Mr. Gerious",male,45.5,0,0,7.2250,C
3,0,"Yousif, Mr. Wazli",male,,0,0,7.2250,C
